"semaine";"annee";"sexe";"classe_age";"nb_patient"
21;2017;1;"0-11";169
21;2017;1;"12-18";176
21;2017;1;"19-25";1064
21;2017;1;"26-50";24147
21;2017;1;"51-75";54832
21;2017;1;">75";25322
21;2017;2;"0-11";147
21;2017;2;"12-18";231
21;2017;2;"19-25";1393
21;2017;2;"26-50";31808
21;2017;2;"51-75";88919
21;2017;2;">75";63655
22;2017;1;"0-11";232
22;2017;1;"12-18";250
22;2017;1;"19-25";1313
22;2017;1;"26-50";30590
22;2017;1;"51-75";70861
22;2017;1;">75";31944
22;2017;2;"0-11";178
22;2017;2;"12-18";294
22;2017;2;"19-25";1787
22;2017;2;"26-50";40584
22;2017;2;"51-75";113551
22;2017;2;">75";78635
23;2017;1;"0-11";182
23;2017;1;"12-18";188
23;2017;1;"19-25";1119
23;2017;1;"26-50";24972
23;2017;1;"51-75";59031
23;2017;1;">75";27304
23;2017;2;"0-11";147
23;2017;2;"12-18";264
23;2017;2;"19-25";1467
23;2017;2;"26-50";33923
23;2017;2;"51-75";96404
23;2017;2;">75";67888
24;2017;1;"0-11";242
24;2017;1;"12-18";218
24;2017;1;"19-25";1303
24;2017;1;"26-50";27904
24;2017;1;"51-75";63003
24;2017;1;">75";28701
24;2017;2;"0-11";190
24;2017;2;"12-18";297
24;2017;2;"19-25";1698
24;2017;2;"26-50";37242
24;2017;2;"51-75";104371
24;2017;2;">75";72440
25;2017;1;"0-11";253
25;2017;1;"12-18";233
25;2017;1;"19-25";1204
25;2017;1;"26-50";26465
25;2017;1;"51-75";60962
25;2017;1;">75";27793
25;2017;2;"0-11";198
25;2017;2;"12-18";273
25;2017;2;"19-25";1588
25;2017;2;"26-50";34993
25;2017;2;"51-75";98364
25;2017;2;">75";69204
26;2017;1;"0-11";271
26;2017;1;"12-18";223
26;2017;1;"19-25";1243
26;2017;1;"26-50";28768
26;2017;1;"51-75";65631
26;2017;1;">75";29599
26;2017;2;"0-11";252
26;2017;2;"12-18";254
26;2017;2;"19-25";1697
26;2017;2;"26-50";38106
26;2017;2;"51-75";106648
26;2017;2;">75";73532
27;2017;1;"0-11";282
27;2017;1;"12-18";244
27;2017;1;"19-25";1185
27;2017;1;"26-50";27971
27;2017;1;"51-75";64773
27;2017;1;">75";29282
27;2017;2;"0-11";241
27;2017;2;"12-18";289
27;2017;2;"19-25";1653
27;2017;2;"26-50";37551
27;2017;2;"51-75";107422
27;2017;2;">75";73944
28;2017;1;"0-11";223
28;2017;1;"12-18";215
28;2017;1;"19-25";1091
28;2017;1;"26-50";23625
28;2017;1;"51-75";54045
28;2017;1;">75";24883
28;2017;2;"0-11";196
28;2017;2;"12-18";229
28;2017;2;"19-25";1435
28;2017;2;"26-50";31877
28;2017;2;"51-75";90777
28;2017;2;">75";63029
29;2017;1;"0-11";248
29;2017;1;"12-18";205
29;2017;1;"19-25";1265
29;2017;1;"26-50";28038
29;2017;1;"51-75";63412
29;2017;1;">75";28633
29;2017;2;"0-11";200
29;2017;2;"12-18";280
29;2017;2;"19-25";1739
29;2017;2;"26-50";36947
29;2017;2;"51-75";102734
29;2017;2;">75";72003
30;2017;1;"0-11";217
30;2017;1;"12-18";195
30;2017;1;"19-25";1235
30;2017;1;"26-50";27685
30;2017;1;"51-75";63153
30;2017;1;">75";28472
30;2017;2;"0-11";186
30;2017;2;"12-18";236
30;2017;2;"19-25";1651
30;2017;2;"26-50";36856
30;2017;2;"51-75";102867
30;2017;2;">75";71472
31;2017;1;"0-11";186
31;2017;1;"12-18";197
31;2017;1;"19-25";1175
31;2017;1;"26-50";25626
31;2017;1;"51-75";59094
31;2017;1;">75";27350
31;2017;2;"0-11";154
31;2017;2;"12-18";222
31;2017;2;"19-25";1559
31;2017;2;"26-50";34343
31;2017;2;"51-75";96689
31;2017;2;">75";67267
32;2017;1;"0-11";164
32;2017;1;"12-18";161
32;2017;1;"19-25";1051
32;2017;1;"26-50";23407
32;2017;1;"51-75";54836
32;2017;1;">75";25898
32;2017;2;"0-11";144
32;2017;2;"12-18";217
32;2017;2;"19-25";1398
32;2017;2;"26-50";30713
32;2017;2;"51-75";91070
32;2017;2;">75";65734
33;2017;1;"0-11";127
33;2017;1;"12-18";131
33;2017;1;"19-25";965
33;2017;1;"26-50";19980
33;2017;1;"51-75";45904
33;2017;1;">75";21520
33;2017;2;"0-11";94
33;2017;2;"12-18";197
33;2017;2;"19-25";1220
33;2017;2;"26-50";26636
33;2017;2;"51-75";74655
33;2017;2;">75";52916
34;2017;1;"0-11";199
34;2017;1;"12-18";176
34;2017;1;"19-25";1164
34;2017;1;"26-50";26194
34;2017;1;"51-75";60247
34;2017;1;">75";28218
34;2017;2;"0-11";148
34;2017;2;"12-18";222
34;2017;2;"19-25";1569
34;2017;2;"26-50";34839
34;2017;2;"51-75";98271
34;2017;2;">75";70308
35;2017;1;"0-11";381
35;2017;1;"12-18";262
35;2017;1;"19-25";1260
35;2017;1;"26-50";28269
35;2017;1;"51-75";63714
35;2017;1;">75";28427
35;2017;2;"0-11";298
35;2017;2;"12-18";331
35;2017;2;"19-25";1681
35;2017;2;"26-50";38100
35;2017;2;"51-75";104406
35;2017;2;">75";70833
36;2017;1;"0-11";493
36;2017;1;"12-18";321
36;2017;1;"19-25";1268
36;2017;1;"26-50";28485
36;2017;1;"51-75";65238
36;2017;1;">75";29119
36;2017;2;"0-11";362
36;2017;2;"12-18";395
36;2017;2;"19-25";1763
36;2017;2;"26-50";39027
36;2017;2;"51-75";108434
36;2017;2;">75";72786
37;2017;1;"0-11";397
37;2017;1;"12-18";301
37;2017;1;"19-25";1251
37;2017;1;"26-50";27422
37;2017;1;"51-75";61313
37;2017;1;">75";26986
37;2017;2;"0-11";345
37;2017;2;"12-18";376
37;2017;2;"19-25";1715
37;2017;2;"26-50";37438
37;2017;2;"51-75";101021
37;2017;2;">75";68419
38;2017;1;"0-11";417
38;2017;1;"12-18";282
38;2017;1;"19-25";1258
38;2017;1;"26-50";27951
38;2017;1;"51-75";62285
38;2017;1;">75";27636
38;2017;2;"0-11";338
38;2017;2;"12-18";329
38;2017;2;"19-25";1700
38;2017;2;"26-50";37893
38;2017;2;"51-75";102129
38;2017;2;">75";70177
39;2017;0;">75";1
39;2017;1;"0-11";346
39;2017;1;"12-18";294
39;2017;1;"19-25";1316
39;2017;1;"26-50";29115
39;2017;1;"51-75";64514
39;2017;1;">75";28573
39;2017;2;"0-11";287
39;2017;2;"12-18";361
39;2017;2;"19-25";1725
39;2017;2;"26-50";39165
39;2017;2;"51-75";105167
39;2017;2;">75";70680
40;2017;0;"51-75";1
40;2017;1;"0-11";350
40;2017;1;"12-18";289
40;2017;1;"19-25";1291
40;2017;1;"26-50";29113
40;2017;1;"51-75";65935
40;2017;1;">75";28995
40;2017;2;"0-11";288
40;2017;2;"12-18";376
40;2017;2;"19-25";1754
40;2017;2;"26-50";39166
40;2017;2;"51-75";108324
40;2017;2;">75";71522
41;2017;1;"0-11";309
41;2017;1;"12-18";269
41;2017;1;"19-25";1281
41;2017;1;"26-50";28003
41;2017;1;"51-75";62316
41;2017;1;">75";27333
41;2017;2;"0-11";226
41;2017;2;"12-18";334
41;2017;2;"19-25";1792
41;2017;2;"26-50";37719
41;2017;2;"51-75";102639
41;2017;2;">75";68480
42;2017;1;"0-11";280
42;2017;1;"12-18";270
42;2017;1;"19-25";1353
42;2017;1;"26-50";28887
42;2017;1;"51-75";64215
42;2017;1;">75";28161
42;2017;2;"0-11";204
42;2017;2;"12-18";377
42;2017;2;"19-25";1883
42;2017;2;"26-50";39085
42;2017;2;"51-75";105521
42;2017;2;">75";70936
43;2017;1;"0-11";248
43;2017;1;"12-18";220
43;2017;1;"19-25";1332
43;2017;1;"26-50";27823
43;2017;1;"51-75";62327
43;2017;1;">75";27855
43;2017;2;"0-11";200
43;2017;2;"12-18";316
43;2017;2;"19-25";1717
43;2017;2;"26-50";37107
43;2017;2;"51-75";99811
43;2017;2;">75";68925
44;2017;1;"0-11";171
44;2017;1;"12-18";222
44;2017;1;"19-25";1059
44;2017;1;"26-50";24316
44;2017;1;"51-75";53952
44;2017;1;">75";23380
44;2017;2;"0-11";151
44;2017;2;"12-18";247
44;2017;2;"19-25";1456
44;2017;2;"26-50";32143
44;2017;2;"51-75";85432
44;2017;2;">75";56748
45;2017;1;"0-11";230
45;2017;1;"12-18";269
45;2017;1;"19-25";1357
45;2017;1;"26-50";27534
45;2017;1;"51-75";63231
45;2017;1;">75";27681
45;2017;2;"0-11";195
45;2017;2;"12-18";372
45;2017;2;"19-25";1778
45;2017;2;"26-50";37289
45;2017;2;"51-75";102493
45;2017;2;">75";69066
46;2017;1;"0-11";282
46;2017;1;"12-18";310
46;2017;1;"19-25";1432
46;2017;1;"26-50";30701
46;2017;1;"51-75";67207
46;2017;1;">75";29357
46;2017;2;"0-11";234
46;2017;2;"12-18";411
46;2017;2;"19-25";2010
46;2017;2;"26-50";41069
46;2017;2;"51-75";109955
46;2017;2;">75";74641
47;2017;1;"0-11";231
47;2017;1;"12-18";294
47;2017;1;"19-25";1366
47;2017;1;"26-50";28805
47;2017;1;"51-75";63332
47;2017;1;">75";27602
47;2017;2;"0-11";206
47;2017;2;"12-18";435
47;2017;2;"19-25";1894
47;2017;2;"26-50";38578
47;2017;2;"51-75";102954
47;2017;2;">75";69119
48;2017;1;"0-11";279
48;2017;1;"12-18";310
48;2017;1;"19-25";1428
48;2017;1;"26-50";28675
48;2017;1;"51-75";62730
48;2017;1;">75";26774
48;2017;2;"0-11";217
48;2017;2;"12-18";378
48;2017;2;"19-25";1929
48;2017;2;"26-50";38731
48;2017;2;"51-75";99790
48;2017;2;">75";65014
49;2017;1;"0-11";266
49;2017;1;"12-18";295
49;2017;1;"19-25";1441
49;2017;1;"26-50";28677
49;2017;1;"51-75";64236
49;2017;1;">75";28120
49;2017;2;"0-11";195
49;2017;2;"12-18";373
49;2017;2;"19-25";1896
49;2017;2;"26-50";37969
49;2017;2;"51-75";103302
49;2017;2;">75";69491
50;2017;1;"0-11";275
50;2017;1;"12-18";302
50;2017;1;"19-25";1466
50;2017;1;"26-50";29339
50;2017;1;"51-75";66751
50;2017;1;">75";28721
50;2017;2;"0-11";220
50;2017;2;"12-18";380
50;2017;2;"19-25";1935
50;2017;2;"26-50";39707
50;2017;2;"51-75";109321
50;2017;2;">75";72334
51;2017;1;"0-11";315
51;2017;1;"12-18";309
51;2017;1;"19-25";1620
51;2017;1;"26-50";31944
51;2017;1;"51-75";73726
51;2017;1;">75";31403
51;2017;2;"0-11";247
51;2017;2;"12-18";441
51;2017;2;"19-25";2150
51;2017;2;"26-50";43312
51;2017;2;"51-75";118815
51;2017;2;">75";77998
52;2017;1;"0-11";226
52;2017;1;"12-18";194
52;2017;1;"19-25";957
52;2017;1;"26-50";20754
52;2017;1;"51-75";45419
52;2017;1;">75";19492
52;2017;2;"0-11";169
52;2017;2;"12-18";256
52;2017;2;"19-25";1317
52;2017;2;"26-50";26577
52;2017;2;"51-75";69915
52;2017;2;">75";47128
53;2017;1;"0-11";4
53;2017;1;"12-18";1
53;2017;1;"19-25";5
53;2017;1;"26-50";120
53;2017;1;"51-75";158
53;2017;1;">75";72
53;2017;2;"0-11";4
53;2017;2;"12-18";3
53;2017;2;"19-25";9
53;2017;2;"26-50";169
53;2017;2;"51-75";227
53;2017;2;">75";126
1;2018;1;"0-11";189
1;2018;1;"12-18";141
1;2018;1;"19-25";1005
1;2018;1;"26-50";22771
1;2018;1;"51-75";53263
1;2018;1;">75";25221
1;2018;2;"0-11";148
1;2018;2;"12-18";203
1;2018;2;"19-25";1396
1;2018;2;"26-50";29238
1;2018;2;"51-75";82482
1;2018;2;">75";58959
2;2018;1;"0-11";279
2;2018;1;"12-18";229
2;2018;1;"19-25";1429
2;2018;1;"26-50";30045
2;2018;1;"51-75";72127
2;2018;1;">75";33334
2;2018;2;"0-11";229
2;2018;2;"12-18";314
2;2018;2;"19-25";1925
2;2018;2;"26-50";40852
2;2018;2;"51-75";116639
2;2018;2;">75";82163
3;2018;1;"0-11";281
3;2018;1;"12-18";228
3;2018;1;"19-25";1319
3;2018;1;"26-50";28984
3;2018;1;"51-75";66937
3;2018;1;">75";30929
3;2018;2;"0-11";192
3;2018;2;"12-18";305
3;2018;2;"19-25";1876
3;2018;2;"26-50";38715
3;2018;2;"51-75";108140
3;2018;2;">75";74939
4;2018;1;"0-11";283
4;2018;1;"12-18";241
4;2018;1;"19-25";1279
4;2018;1;"26-50";26652
4;2018;1;"51-75";60909
4;2018;1;">75";27839
4;2018;2;"0-11";192
4;2018;2;"12-18";281
4;2018;2;"19-25";1845
4;2018;2;"26-50";35755
4;2018;2;"51-75";98739
4;2018;2;">75";67703
5;2018;1;"0-11";223
5;2018;1;"12-18";248
5;2018;1;"19-25";1279
5;2018;1;"26-50";27832
5;2018;1;"51-75";62452
5;2018;1;">75";27944
5;2018;2;"0-11";170
5;2018;2;"12-18";279
5;2018;2;"19-25";1854
5;2018;2;"26-50";37041
5;2018;2;"51-75";99295
5;2018;2;">75";67494
6;2018;1;"0-11";203
6;2018;1;"12-18";212
6;2018;1;"19-25";1226
6;2018;1;"26-50";27505
6;2018;1;"51-75";64417
6;2018;1;">75";29011
6;2018;2;"0-11";148
6;2018;2;"12-18";279
6;2018;2;"19-25";1746
6;2018;2;"26-50";36412
6;2018;2;"51-75";102041
6;2018;2;">75";70566
7;2018;1;"0-11";239
7;2018;1;"12-18";263
7;2018;1;"19-25";1262
7;2018;1;"26-50";28030
7;2018;1;"51-75";64693
7;2018;1;">75";29717
7;2018;2;"0-11";217
7;2018;2;"12-18";309
7;2018;2;"19-25";1804
7;2018;2;"26-50";37005
7;2018;2;"51-75";103903
7;2018;2;">75";72747
8;2018;1;"0-11";258
8;2018;1;"12-18";258
8;2018;1;"19-25";1248
8;2018;1;"26-50";26307
8;2018;1;"51-75";61449
8;2018;1;">75";28046
8;2018;2;"0-11";234
8;2018;2;"12-18";249
8;2018;2;"19-25";1694
8;2018;2;"26-50";35265
8;2018;2;"51-75";98623
8;2018;2;">75";68537
9;2018;1;"0-11";297
9;2018;1;"12-18";193
9;2018;1;"19-25";1199
9;2018;1;"26-50";26374
9;2018;1;"51-75";60837
9;2018;1;">75";27318
9;2018;2;"0-11";204
9;2018;2;"12-18";249
9;2018;2;"19-25";1636
9;2018;2;"26-50";33985
9;2018;2;"51-75";94007
9;2018;2;">75";64426
10;2018;1;"0-11";283
10;2018;1;"12-18";240
10;2018;1;"19-25";1193
10;2018;1;"26-50";26811
10;2018;1;"51-75";65305
10;2018;1;">75";30132
10;2018;2;"0-11";188
10;2018;2;"12-18";269
10;2018;2;"19-25";1659
10;2018;2;"26-50";35786
10;2018;2;"51-75";103625
10;2018;2;">75";73118
11;2018;1;"0-11";289
11;2018;1;"12-18";258
11;2018;1;"19-25";1190
11;2018;1;"26-50";27507
11;2018;1;"51-75";64840
11;2018;1;">75";29516
11;2018;2;"0-11";208
11;2018;2;"12-18";320
11;2018;2;"19-25";1722
11;2018;2;"26-50";37003
11;2018;2;"51-75";104494
11;2018;2;">75";73174
12;2018;1;"0-11";246
12;2018;1;"12-18";253
12;2018;1;"19-25";1214
12;2018;1;"26-50";26410
12;2018;1;"51-75";60905
12;2018;1;">75";27640
12;2018;2;"0-11";192
12;2018;2;"12-18";301
12;2018;2;"19-25";1699
12;2018;2;"26-50";35301
12;2018;2;"51-75";98895
12;2018;2;">75";67882
13;2018;1;"0-11";259
13;2018;1;"12-18";245
13;2018;1;"19-25";1320
13;2018;1;"26-50";27638
13;2018;1;"51-75";62734
13;2018;1;">75";28232
13;2018;2;"0-11";193
13;2018;2;"12-18";320
13;2018;2;"19-25";1882
13;2018;2;"26-50";37251
13;2018;2;"51-75";100940
13;2018;2;">75";67701
14;2018;1;"0-11";219
14;2018;1;"12-18";201
14;2018;1;"19-25";1132
14;2018;1;"26-50";24650
14;2018;1;"51-75";58394
14;2018;1;">75";26177
14;2018;2;"0-11";175
14;2018;2;"12-18";274
14;2018;2;"19-25";1617
14;2018;2;"26-50";32645
14;2018;2;"51-75";92133
14;2018;2;">75";63306
15;2018;1;"0-11";247
15;2018;1;"12-18";259
15;2018;1;"19-25";1282
15;2018;1;"26-50";27665
15;2018;1;"51-75";65200
15;2018;1;">75";29211
15;2018;2;"0-11";189
15;2018;2;"12-18";343
15;2018;2;"19-25";1826
15;2018;2;"26-50";36917
15;2018;2;"51-75";105227
15;2018;2;">75";72653
16;2018;1;"0-11";233
16;2018;1;"12-18";199
16;2018;1;"19-25";1156
16;2018;1;"26-50";25458
16;2018;1;"51-75";58586
16;2018;1;">75";26882
16;2018;2;"0-11";177
16;2018;2;"12-18";245
16;2018;2;"19-25";1586
16;2018;2;"26-50";33587
16;2018;2;"51-75";96525
16;2018;2;">75";66204
17;2018;1;"0-11";227
17;2018;1;"12-18";210
17;2018;1;"19-25";1189
17;2018;1;"26-50";26418
17;2018;1;"51-75";63524
17;2018;1;">75";28545
17;2018;2;"0-11";227
17;2018;2;"12-18";274
17;2018;2;"19-25";1625
17;2018;2;"26-50";35003
17;2018;2;"51-75";100845
17;2018;2;">75";69400
18;2018;1;"0-11";201
18;2018;1;"12-18";156
18;2018;1;"19-25";1030
18;2018;1;"26-50";24007
18;2018;1;"51-75";57803
18;2018;1;">75";25988
18;2018;2;"0-11";177
18;2018;2;"12-18";237
18;2018;2;"19-25";1441
18;2018;2;"26-50";31761
18;2018;2;"51-75";92438
18;2018;2;">75";63552
19;2018;1;"0-11";155
19;2018;1;"12-18";160
19;2018;1;"19-25";796
19;2018;1;"26-50";19147
19;2018;1;"51-75";45495
19;2018;1;">75";21157
19;2018;2;"0-11";123
19;2018;2;"12-18";197
19;2018;2;"19-25";1175
19;2018;2;"26-50";24754
19;2018;2;"51-75";72693
19;2018;2;">75";51295
20;2018;1;"0-11";266
20;2018;1;"12-18";239
20;2018;1;"19-25";1279
20;2018;1;"26-50";29625
20;2018;1;"51-75";70835
20;2018;1;">75";32521
20;2018;2;"0-11";194
20;2018;2;"12-18";311
20;2018;2;"19-25";1833
20;2018;2;"26-50";39955
20;2018;2;"51-75";115950
20;2018;2;">75";80289
21;2018;1;"0-11";242
21;2018;1;"12-18";196
21;2018;1;"19-25";1069
21;2018;1;"26-50";23948
21;2018;1;"51-75";56809
21;2018;1;">75";25874
21;2018;2;"0-11";165
21;2018;2;"12-18";265
21;2018;2;"19-25";1510
21;2018;2;"26-50";31852
21;2018;2;"51-75";90795
21;2018;2;">75";62975
22;2018;1;"0-11";267
22;2018;1;"12-18";213
22;2018;1;"19-25";1237
22;2018;1;"26-50";27298
22;2018;1;"51-75";63452
22;2018;1;">75";27796
22;2018;2;"0-11";194
22;2018;2;"12-18";302
22;2018;2;"19-25";1708
22;2018;2;"26-50";36494
22;2018;2;"51-75";101757
22;2018;2;">75";68219
23;2018;1;"0-11";236
23;2018;1;"12-18";207
23;2018;1;"19-25";1180
23;2018;1;"26-50";25847
23;2018;1;"51-75";61020
23;2018;1;">75";27527
23;2018;2;"0-11";202
23;2018;2;"12-18";291
23;2018;2;"19-25";1758
23;2018;2;"26-50";34537
23;2018;2;"51-75";99695
23;2018;2;">75";67898
24;2018;1;"0-11";264
24;2018;1;"12-18";234
24;2018;1;"19-25";1281
24;2018;1;"26-50";26242
24;2018;1;"51-75";61423
24;2018;1;">75";27612
24;2018;2;"0-11";228
24;2018;2;"12-18";317
24;2018;2;"19-25";1666
24;2018;2;"26-50";35175
24;2018;2;"51-75";99829
24;2018;2;">75";68509
25;2018;1;"0-11";274
25;2018;1;"12-18";237
25;2018;1;"19-25";1180
25;2018;1;"26-50";25756
25;2018;1;"51-75";59632
25;2018;1;">75";26699
25;2018;2;"0-11";215
25;2018;2;"12-18";305
25;2018;2;"19-25";1587
25;2018;2;"26-50";34185
25;2018;2;"51-75";97399
25;2018;2;">75";66486
26;2018;1;"0-11";278
26;2018;1;"12-18";237
26;2018;1;"19-25";1207
26;2018;1;"26-50";26545
26;2018;1;"51-75";61853
26;2018;1;">75";27327
26;2018;2;"0-11";226
26;2018;2;"12-18";278
26;2018;2;"19-25";1671
26;2018;2;"26-50";35118
26;2018;2;"51-75";99527
26;2018;2;">75";67333
27;2018;1;"0-11";309
27;2018;1;"12-18";278
27;2018;1;"19-25";1165
27;2018;1;"26-50";25872
27;2018;1;"51-75";62429
27;2018;1;">75";27700
27;2018;2;"0-11";238
27;2018;2;"12-18";287
27;2018;2;"19-25";1519
27;2018;2;"26-50";34865
27;2018;2;"51-75";101836
27;2018;2;">75";68668
28;2018;1;"0-11";284
28;2018;1;"12-18";256
28;2018;1;"19-25";1101
28;2018;1;"26-50";23407
28;2018;1;"51-75";56076
28;2018;1;">75";25403
28;2018;2;"0-11";232
28;2018;2;"12-18";263
28;2018;2;"19-25";1404
28;2018;2;"26-50";31459
28;2018;2;"51-75";92055
28;2018;2;">75";62872
29;2018;1;"0-11";297
29;2018;1;"12-18";228
29;2018;1;"19-25";1219
29;2018;1;"26-50";25498
29;2018;1;"51-75";59769
29;2018;1;">75";27101
29;2018;2;"0-11";213
29;2018;2;"12-18";285
29;2018;2;"19-25";1608
29;2018;2;"26-50";33746
29;2018;2;"51-75";98300
29;2018;2;">75";67375
30;2018;1;"0-11";254
30;2018;1;"12-18";251
30;2018;1;"19-25";1168
30;2018;1;"26-50";24637
30;2018;1;"51-75";58779
30;2018;1;">75";25840
30;2018;2;"0-11";202
30;2018;2;"12-18";268
30;2018;2;"19-25";1555
30;2018;2;"26-50";32653
30;2018;2;"51-75";93802
30;2018;2;">75";63898
31;2018;1;"0-11";229
31;2018;1;"12-18";212
31;2018;1;"19-25";1181
31;2018;1;"26-50";24175
31;2018;1;"51-75";57175
31;2018;1;">75";25478
31;2018;2;"0-11";178
31;2018;2;"12-18";238
31;2018;2;"19-25";1495
31;2018;2;"26-50";32138
31;2018;2;"51-75";92165
31;2018;2;">75";62645
32;2018;1;"0-11";198
32;2018;1;"12-18";178
32;2018;1;"19-25";1024
32;2018;1;"26-50";21428
32;2018;1;"51-75";52173
32;2018;1;">75";24362
32;2018;2;"0-11";151
32;2018;2;"12-18";239
32;2018;2;"19-25";1316
32;2018;2;"26-50";28433
32;2018;2;"51-75";85673
32;2018;2;">75";60842
33;2018;1;"0-11";172
33;2018;1;"12-18";151
33;2018;1;"19-25";883
33;2018;1;"26-50";19108
33;2018;1;"51-75";45298
33;2018;1;">75";20984
33;2018;2;"0-11";133
33;2018;2;"12-18";172
33;2018;2;"19-25";1221
33;2018;2;"26-50";24786
33;2018;2;"51-75";73610
33;2018;2;">75";52257
34;2018;1;"0-11";211
34;2018;1;"12-18";198
34;2018;1;"19-25";1110
34;2018;1;"26-50";23728
34;2018;1;"51-75";56404
34;2018;1;">75";26224
34;2018;2;"0-11";197
34;2018;2;"12-18";236
34;2018;2;"19-25";1557
34;2018;2;"26-50";30976
34;2018;2;"51-75";91606
34;2018;2;">75";64664
35;2018;1;"0-11";422
35;2018;1;"12-18";317
35;2018;1;"19-25";1204
35;2018;1;"26-50";25389
35;2018;1;"51-75";60236
35;2018;1;">75";26172
35;2018;2;"0-11";321
35;2018;2;"12-18";344
35;2018;2;"19-25";1610
35;2018;2;"26-50";34461
35;2018;2;"51-75";96800
35;2018;2;">75";65003
36;2018;1;"0-11";572
36;2018;1;"12-18";382
36;2018;1;"19-25";1270
36;2018;1;"26-50";26974
36;2018;1;"51-75";63758
36;2018;1;">75";28122
36;2018;2;"0-11";434
36;2018;2;"12-18";408
36;2018;2;"19-25";1686
36;2018;2;"26-50";36443
36;2018;2;"51-75";103380
36;2018;2;">75";69243
37;2018;1;"0-11";482
37;2018;1;"12-18";334
37;2018;1;"19-25";1236
37;2018;1;"26-50";25773
37;2018;1;"51-75";59067
37;2018;1;">75";25913
37;2018;2;"0-11";412
37;2018;2;"12-18";412
37;2018;2;"19-25";1664
37;2018;2;"26-50";34810
37;2018;2;"51-75";96629
37;2018;2;">75";65267
38;2018;1;"0-11";482
38;2018;1;"12-18";322
38;2018;1;"19-25";1215
38;2018;1;"26-50";26222
38;2018;1;"51-75";59617
38;2018;1;">75";26173
38;2018;2;"0-11";387
38;2018;2;"12-18";378
38;2018;2;"19-25";1651
38;2018;2;"26-50";35076
38;2018;2;"51-75";97871
38;2018;2;">75";65343
39;2018;1;"0-11";431
39;2018;1;"12-18";301
39;2018;1;"19-25";1233
39;2018;1;"26-50";26745
39;2018;1;"51-75";61714
39;2018;1;">75";26697
39;2018;2;"0-11";357
39;2018;2;"12-18";386
39;2018;2;"19-25";1628
39;2018;2;"26-50";35894
39;2018;2;"51-75";99296
39;2018;2;">75";65532
40;2018;1;"0-11";402
40;2018;1;"12-18";319
40;2018;1;"19-25";1202
40;2018;1;"26-50";26855
40;2018;1;"51-75";62997
40;2018;1;">75";26908
40;2018;2;"0-11";308
40;2018;2;"12-18";336
40;2018;2;"19-25";1652
40;2018;2;"26-50";35856
40;2018;2;"51-75";100959
40;2018;2;">75";66344
41;2018;1;"0-11";335
41;2018;1;"12-18";267
41;2018;1;"19-25";1223
41;2018;1;"26-50";26186
41;2018;1;"51-75";60096
41;2018;1;">75";26149
41;2018;2;"0-11";260
41;2018;2;"12-18";353
41;2018;2;"19-25";1700
41;2018;2;"26-50";34698
41;2018;2;"51-75";97566
41;2018;2;">75";64187
42;2018;1;"0-11";303
42;2018;1;"12-18";276
42;2018;1;"19-25";1264
42;2018;1;"26-50";26346
42;2018;1;"51-75";60651
42;2018;1;">75";26198
42;2018;2;"0-11";248
42;2018;2;"12-18";364
42;2018;2;"19-25";1742
42;2018;2;"26-50";35786
42;2018;2;"51-75";99297
42;2018;2;">75";65450
43;2018;1;"0-11";240
43;2018;1;"12-18";211
43;2018;1;"19-25";1136
43;2018;1;"26-50";25892
43;2018;1;"51-75";59219
43;2018;1;">75";26103
43;2018;2;"0-11";202
43;2018;2;"12-18";288
43;2018;2;"19-25";1611
43;2018;2;"26-50";33616
43;2018;2;"51-75";94513
43;2018;2;">75";64241
44;2018;1;"0-11";192
44;2018;1;"12-18";197
44;2018;1;"19-25";1017
44;2018;1;"26-50";21793
44;2018;1;"51-75";50914
44;2018;1;">75";21673
44;2018;2;"0-11";167
44;2018;2;"12-18";250
44;2018;2;"19-25";1344
44;2018;2;"26-50";28528
44;2018;2;"51-75";79205
44;2018;2;">75";52604
45;2018;1;"0-11";243
45;2018;1;"12-18";270
45;2018;1;"19-25";1289
45;2018;1;"26-50";27877
45;2018;1;"51-75";65002
45;2018;1;">75";28126
45;2018;2;"0-11";218
45;2018;2;"12-18";347
45;2018;2;"19-25";1741
45;2018;2;"26-50";37540
45;2018;2;"51-75";105319
45;2018;2;">75";69273
46;2018;1;"0-11";274
46;2018;1;"12-18";278
46;2018;1;"19-25";1257
46;2018;1;"26-50";26493
46;2018;1;"51-75";60326
46;2018;1;">75";26002
46;2018;2;"0-11";204
46;2018;2;"12-18";369
46;2018;2;"19-25";1763
46;2018;2;"26-50";35708
46;2018;2;"51-75";98468
46;2018;2;">75";65989
47;2018;1;"0-11";235
47;2018;1;"12-18";230
47;2018;1;"19-25";1276
47;2018;1;"26-50";26312
47;2018;1;"51-75";59049
47;2018;1;">75";25549
47;2018;2;"0-11";182
47;2018;2;"12-18";352
47;2018;2;"19-25";1827
47;2018;2;"26-50";34801
47;2018;2;"51-75";95600
47;2018;2;">75";63552
48;2018;1;"0-11";247
48;2018;1;"12-18";262
48;2018;1;"19-25";1303
48;2018;1;"26-50";26403
48;2018;1;"51-75";59766
48;2018;1;">75";25019
48;2018;2;"0-11";191
48;2018;2;"12-18";337
48;2018;2;"19-25";1780
48;2018;2;"26-50";35192
48;2018;2;"51-75";94465
48;2018;2;">75";62059
49;2018;1;"0-11";255
